policy_name,ec_k,ec_m,segment_size,workload_id,file_size_mb,num_objects,concurrency,read_ratio,failure_state,storage_overhead,efficiency,total_mb,read_mb,write_mb,per_thread_mb,io_intensity,data_disks_used_pct_before,data_disks_used_pct_after,data_disks_used_pct_delta,cpu_util_pct_during_run,mem_available_kb_before,load1_before,net_rx_bytes_delta,net_tx_bytes_delta,failed_disks,failed_nodes,failure_disk,time_since_last_failure_s,cpu_steal_pct_before,runnable_procs,dirty_kb,writeback_kb,swap_activity_delta,disk_reads_delta_max,disk_writes_delta_max,disk_io_time_ms_delta_max,disk_weighted_io_time_delta_max,disk_sectors_rw_delta_max,payload_bytes,total_upload_bytes,total_download_bytes,avg_upload_ms,p95_upload_ms,avg_download_ms,p95_download_ms,upload_success_rate,download_success_rate,upload_throughput_mbps,download_throughput_mbps,reconstruction_time_ms,timestamp,run_id
EC-5-3,5,3,1048576,W0002,0.015625,1,1,0.2,1,1.6,0.625,0.015625,0.003125,0.0125,0.015625,0.015625,59.69844944038315,59.69846852318725,1.9082804101344664e-05,29.11392405063291,2016684,12.23,176567,176567,1,1,d1,1387.772893667221,0.0,6,7432,0,0,56,449,916,4204,15624,16384,16384,16384,49.649829999907524,49.649829999907524,14.944193000701489,14.944193000701489,1.0,1.0,2.6024778776617596,8.323585481645297,15.747509998618625,2026-01-23T12:47:43+0600,72ec0a5c
EC-6-3,6,3,1048576,W0002,0.015625,1,1,0.2,1,1.5,0.6666666666666666,0.015625,0.003125,0.0125,0.015625,0.015625,62.08853521486147,62.08855974989532,2.4535033844585996e-05,12.275449101796406,1955408,15.91,184641,184641,1,1,d1,1546.1003692150116,0.0,2,11600,0,0,45,358,444,1568,12370,16384,16384,16384,273.88790599979984,273.88790599979984,20.886414999040426,20.886414999040426,1.0,1.0,0.4765435860898445,6.124785399655085,21.400868999990053,2026-01-23T13:28:51+0600,d62c8426
EC-7-3,7,3,1048576,W0002,0.015625,1,1,0.2,1,1.4285714285714286,0.7,0.015625,0.003125,0.0125,0.015625,0.015625,64.37149830544699,64.37152692965314,2.8624206152016995e-05,20.0,1899132,15.58,142589,142589,1,1,d1,1443.0047891139984,0.0,1,17136,0,0,76,455,376,1364,13782,16384,16384,16384,45.86097100036568,45.86097100036568,19.80443600041326,19.80443600041326,1.0,1.0,2.8192397801157916,6.435966619829063,20.379318000777857,2026-01-23T14:08:33+0600,a70c3b80
EC-8-3,8,3,1048576,W0002,0.015625,1,1,0.2,1,1.375,0.7272727272727273,0.015625,0.003125,0.0125,0.015625,0.015625,66.69544717007467,66.69559438027775,0.00014721020308172683,32.0,1775720,16.38,1520081,1520081,1,1,d1,1373.1528856754303,0.0,2,10044,0,0,114,882,856,3640,24267,16384,16384,16384,61.87974600106827,61.87974600106827,41.2312189982913,41.2312189982913,1.0,1.0,2.09858306571605,3.1262154387381953,41.9275150015892,2026-01-23T14:46:51+0600,ae99f105
EC-8-4,8,4,1048576,W0002,0.015625,1,1,0.2,1,1.5,0.6666666666666666,0.015625,0.003125,0.0125,0.015625,0.015625,69.14418666908018,69.14422210857353,3.5439493345279516e-05,12.396694214876034,1719280,21.37,204108,204108,1,1,d1,1634.443835735321,0.0,1,8544,0,0,187,246,1492,3072,9452,16384,16384,16384,279.52359200207866,279.52359200207866,31.246911999915028,31.246911999915028,1.0,1.0,0.4673135206298222,4.1045459210390405,31.934516999172047,2026-01-23T15:31:28+0600,eb3876c1
EC-10-4,10,4,1048576,W0003,0.015625,1,1,0.4,1,1.4,0.7142857142857143,0.015625,0.00625,0.009375,0.015625,0.015625,71.46714595400934,71.46721001770884,6.406369949729651e-05,28.155339805825243,1496976,25.11,195612,195612,1,1,d1,0.4809989929199219,0.0,3,9036,0,0,58,285,344,536,4940,16384,16384,16384,61.632938999537146,61.632938999537146,27.39814199958346,27.39814199958346,1.0,1.0,2.0968156036513608,4.661849460336855,28.116421999584418,2026-01-23T16:26:18+0600,ca10fb8d
EC-2-2,2,2,1048576,W0003,0.015625,1,1,0.4,1,2.0,0.5,0.015625,0.00625,0.009375,0.015625,0.015625,49.668543960237976,49.66854532329541,1.3630574358103331e-06,20.408163265306122,2370860,9.89,144938,144938,1,1,d1,0.5274991989135742,0.0,4,10632,0,0,17,44,684,604,2540,16384,16384,16384,31.34535600020172,31.34535600020172,11.114156000076036,11.114156000076036,1.0,1.0,4.09817843798101,11.258951855594924,11.642272000244702,2026-01-23T10:40:56+0600,a2e023a5
EC-3-2,3,2,1048576,W0003,0.015625,1,1,0.4,1,1.6666666666666667,0.6,0.015625,0.00625,0.009375,0.015625,0.015625,52.27875669533813,52.278768962855054,1.2267516922292998e-05,12.562814070351758,2385520,9.97,531714,531714,1,1,d1,0.43088293075561523,0.0,1,9068,0,0,8,15,224,188,590,16384,16384,16384,159.39686100045947,159.39686100045947,12.674392000008083,12.674392000008083,1.0,1.0,0.8193429241295989,9.952739068836701,13.170107000405551,2026-01-23T11:08:52+0600,8b20e32d
EC-4-2,4,2,1048576,W0003,0.015625,1,1,0.4,1,1.5,0.6666666666666666,0.015625,0.00625,0.009375,0.015625,0.015625,54.640662620385235,54.64079620001395,0.00013357962871651807,24.0,2366752,8.12,1603743,1603743,1,1,d1,0.3080315589904785,0.0,2,11444,0,0,13,16,312,492,781,16384,16384,16384,49.33102399991185,49.33102399991185,12.633704999643669,12.633704999643669,1.0,1.0,2.6259651682130114,9.454633850620514,13.863757999388326,2026-01-23T11:37:50+0600,7caf2455
EC-4-3,4,3,1048576,W0003,0.015625,1,1,0.4,1,1.75,0.5714285714285714,0.015625,0.00625,0.009375,0.015625,0.015625,57.23382895919114,57.23386439868448,3.543949333817409e-05,24.637681159420293,2226840,13.59,165360,165360,1,1,d1,0.35345029830932617,0.0,3,6608,0,0,15,33,280,236,779,16384,16384,16384,43.29639100069471,43.29639100069471,15.169672000411083,15.169672000411083,1.0,1.0,2.973717048522217,8.139018550511917,16.104737000205205,2026-01-23T12:10:36+0600,5fd54489
EC-5-3,5,3,1048576,W0003,0.015625,1,1,0.4,1,1.6,0.625,0.015625,0.00625,0.009375,0.015625,0.015625,59.69843308369391,59.698499873508275,6.678981436891718e-05,25.333333333333336,2014196,12.23,149869,149869,1,1,d1,0.31990718841552734,0.0,7,7416,0,0,12,48,144,124,775,16384,16384,16384,48.918533999312785,48.918533999312785,14.262680000683758,14.262680000683758,1.0,1.0,2.6449454716876737,8.853920778083936,14.804616001129034,2026-01-23T12:47:43+0600,a6352928
EC-6-3,6,3,1048576,W0003,0.015625,1,1,0.4,1,1.5,0.6666666666666666,0.015625,0.00625,0.009375,0.015625,0.015625,62.08855974989532,62.088642896398916,8.314650359864117e-05,27.142857142857142,1956592,15.91,181280,181280,1,1,d1,0.3268554210662842,0.0,3,8308,0,0,13,13,412,540,334,16384,16384,16384,44.73729599885701,44.73729599885701,15.285999999832711,15.285999999832711,1.0,1.0,2.891699189450318,8.322554877553047,15.749775000585942,2026-01-23T13:28:51+0600,3a7bc776
EC-7-3,7,3,1048576,W0003,0.015625,1,1,0.4,1,1.4285714285714286,0.7,0.015625,0.00625,0.009375,0.015625,0.015625,64.37152692965314,64.37159099335265,6.406369951150737e-05,17.391304347826086,1899192,15.58,141983,141983,1,1,d1,0.31153202056884766,0.0,1,10240,0,0,26,7,72,0,328,16384,16384,16384,43.11036699982651,43.11036699982651,17.752518000634154,17.752518000634154,1.0,1.0,3.0092394202616295,7.204292807174875,18.19407000039064,2026-01-23T14:08:33+0600,b079fc56
EC-8-3,8,3,1048576,W0003,0.015625,1,1,0.4,1,1.375,0.7272727272727273,0.015625,0.00625,0.009375,0.015625,0.015625,66.69577975608905,66.69580292806546,2.3171976408775663e-05,9.547738693467336,1781012,16.38,181601,181601,1,1,d1,0.8375349044799805,0.0,3,10284,0,0,79,475,456,500,11253,16384,16384,16384,108.59968600198044,108.59968600198044,244.78252199696726,244.78252199696726,1.0,1.0,1.2001931341246759,0.533120189384054,245.85887800276396,2026-01-23T14:46:52+0600,0e282794
EC-8-4,8,4,1048576,W0003,0.015625,1,1,0.4,1,1.5,0.6666666666666666,0.015625,0.00625,0.009375,0.015625,0.015625,69.14421665634379,69.14424664360737,2.998726358782733e-05,22.52252252252252,1719392,21.37,171433,171433,1,1,d1,0.38570141792297363,0.0,2,8628,0,0,79,811,352,596,19498,16384,16384,16384,72.5967650032544,72.5967650032544,20.976973999495385,20.976973999495385,1.0,1.0,1.7924609670142817,6.103448971087174,21.475794997968478,2026-01-23T15:31:28+0600,0fde9e58
EC-10-4,10,4,1048576,W0004,0.015625,1,1,0.6,0,1.4,0.7142857142857143,0.015625,0.009375,0.00625,0.015625,0.015625,70.11198334670948,70.11210874799357,0.00012540128409455065,13.793103448275861,1690492,14.11,184643,184643,0,0,d1,2.0249414443969727,0.0,1,12360,0,0,42,29,280,184,1124,16384,16384,16384,112.91853999864543,112.91853999864543,185.50736399993184,185.50736399993184,1.0,1.0,1.1552545732689465,0.7050342566820246,,2026-01-23T15:47:44+0600,039db421
EC-2-2,2,2,1048576,W0004,0.015625,1,1,0.6,0,2.0,0.5,0.015625,0.009375,0.00625,0.015625,0.015625,47.96353903142228,47.96359355371971,5.4522297432413325e-05,25.0,2506536,4.57,157180,157180,0,0,d1,,0.0,2,3160,0,0,10,10,48,20,644,16384,16384,16384,46.79473400028655,46.79473400028655,15.3198230000271,15.3198230000271,1.0,1.0,2.7437627606338704,8.100659494851563,,2026-01-23T10:24:59+0600,3ff94757
EC-3-2,3,2,1048576,W0004,0.015625,1,1,0.6,0,1.6666666666666667,0.6,0.015625,0.009375,0.00625,0.015625,0.015625,50.76602192232536,50.766083259909976,6.133758461857042e-05,25.49019607843137,2455972,6.84,146317,146317,0,0,d1,0.8262019157409668,0.0,2,5168,0,0,41,700,272,2772,17141,16384,16384,16384,30.533631999787758,30.533631999787758,12.732003999644803,12.732003999644803,1.0,1.0,4.231852379784067,9.996303399770422,,2026-01-23T10:52:22+0600,c545f913
EC-4-2,4,2,1048576,W0004,0.015625,1,1,0.6,0,1.5,0.6666666666666666,0.015625,0.009375,0.00625,0.015625,0.015625,53.21722855528997,53.21731715402331,8.859873334188251e-05,28.07017543859649,2444876,8.22,151023,151023,0,0,d1,0.8715767860412598,0.0,2,7628,0,0,12,394,220,344,8939,16384,16384,16384,32.88256700034253,32.88256700034253,13.205926999944495,13.205926999944495,1.0,1.0,3.8450068447457317,9.515653581270255,,2026-01-23T11:20:38+0600,ace57a99
EC-4-3,4,3,1048576,W0004,0.015625,1,1,0.6,0,1.75,0.5714285714285714,0.015625,0.009375,0.00625,0.015625,0.015625,55.5509450895038,55.5510241468351,7.90573312983156e-05,14.973262032085561,2520316,8.75,154053,154053,0,0,d1,1.62522292137146,0.0,1,5640,0,0,12,14,212,164,403,16384,16384,16384,140.48660799926438,140.48660799926438,17.735212999468786,17.735212999468786,1.0,1.0,0.9264964934351315,7.190364279852062,,2026-01-23T11:50:03+0600,ba43ac57
EC-5-3,5,3,1048576,W0004,0.015625,1,1,0.6,0,1.6,0.625,0.015625,0.009375,0.00625,0.015625,0.015625,58.225863524146824,58.22597120568427,0.00010768153744322717,27.27272727272727,1980432,9.42,167467,167467,0,0,d1,2.253983497619629,0.0,5,9532,0,0,29,1182,632,524,28875,16384,16384,16384,50.57176099944627,50.57176099944627,14.628093000283116,14.628093000283116,1.0,1.0,2.5683898057980348,8.67296295443929,,2026-01-23T12:24:37+0600,bc8b0c33
EC-6-3,6,3,1048576,W0004,0.015625,1,1,0.6,0,1.5,0.6666666666666666,0.015625,0.009375,0.00625,0.015625,0.015625,60.63050675204132,60.63061170746389,0.0001049554225716065,25.663716814159294,2111940,15.89,230912,230912,0,0,d1,1.9083974361419678,0.0,9,9616,0,2,18,28,164,344,531,16384,16384,16384,175.55053899923223,175.55053899923223,20.422424999196664,20.422424999196664,1.0,1.0,0.7446251067832093,6.305594656607194,,2026-01-23T13:03:06+0600,12e86a06
EC-7-3,7,3,1048576,W0004,0.015625,1,1,0.6,0,1.4285714285714286,0.7,0.015625,0.009375,0.00625,0.015625,0.015625,62.97182505757555,62.97192864994067,0.00010359236512158532,22.61904761904762,2085320,11.16,168302,168302,0,0,d1,1.503744125366211,0.0,1,10688,0,0,20,15,308,292,296,16384,16384,16384,53.62036200131115,53.62036200131115,18.554419000793132,18.554419000793132,1.0,1.0,2.4178273149176728,6.895637406743719,,2026-01-23T13:44:31+0600,799b7b84
EC-8-3,8,3,1048576,W0004,0.015625,1,1,0.6,0,1.375,0.7272727272727273,0.015625,0.009375,0.00625,0.015625,0.015625,65.24952674645824,65.24965623691466,0.0001294904564161925,17.035398230088493,1944708,10.01,214915,214915,0,0,d1,2.027703046798706,0.0,1,5832,0,0,32,83,244,108,2096,16384,16384,16384,358.6424309978611,358.6424309978611,31.822291999560548,31.822291999560548,1.0,1.0,0.36478926400646133,3.9941684265852437,,2026-01-23T14:24:00+0600,a704a91d
EC-8-4,8,4,1048576,W0004,0.015625,1,1,0.6,0,1.5,0.6666666666666666,0.015625,0.009375,0.00625,0.015625,0.015625,67.58610706434503,67.58627744652453,0.00017038217950471335,21.973094170403588,1740244,16.8,1268306,1268306,0,0,d1,1.7937443256378174,0.0,1,8672,0,0,48,26,228,152,1106,16384,16384,16384,174.06095000114874,174.06095000114874,19.65770000242628,19.65770000242628,1.0,1.0,0.7501025502228833,6.299720325368763,,2026-01-23T15:04:15+0600,4696204d
EC-10-4,10,4,1048576,W0005,0.015625,1,1,0.8,1,1.4,0.7142857142857143,0.015625,0.0125,0.0031249999999999993,0.015625,0.015625,71.46720592853653,71.46724818331705,4.225478052433118e-05,20.16460905349794,1495912,25.11,215459,215459,1,1,d1,0.4819190502166748,0.0,1,9048,0,0,32,19,220,184,542,16384,16384,16384,170.16984400106594,170.16984400106594,37.13111000251956,37.13111000251956,1.0,1.0,0.7671425952900988,3.450146395567955,37.99129500112031,2026-01-23T16:26:18+0600,fa5e74b2
EC-2-2,2,2,1048576,W0005,0.015625,1,1,0.8,1,2.0,0.5,0.015625,0.0125,0.0031249999999999993,0.015625,0.015625,49.66853305577849,49.66858348890362,5.043312513208775e-05,28.57142857142857,2370632,9.89,145857,145857,1,1,d1,0.3049130439758301,0.0,3,10700,0,0,9,41,140,228,655,16384,16384,16384,26.521385999785707,26.521385999785707,12.182172999928298,12.182172999928298,1.0,1.0,4.837578929681982,10.417236253140699,12.582967000071221,2026-01-23T10:40:56+0600,c9f63ed3
EC-3-2,3,2,1048576,W0005,0.015625,1,1,0.8,1,1.6666666666666667,0.6,0.015625,0.0125,0.0031249999999999993,0.015625,0.015625,52.2787744150848,52.27896251701096,0.00018810192616314225,17.261904761904763,2384176,9.97,2050436,2050436,1,1,d1,0.39960622787475586,0.0,1,9136,0,0,8,27,316,608,648,16384,16384,16384,128.8710680000804,128.8710680000804,17.816190999838,17.816190999838,1.0,1.0,1.0115550671939784,7.057936117973303,18.571722000160662,2026-01-23T11:08:52+0600,8379c180
EC-4-2,4,2,1048576,W0005,0.015625,1,1,0.8,1,1.5,0.6666666666666666,0.015625,0.0125,0.0031249999999999993,0.015625,0.015625,54.641037461180126,54.641056543984234,1.908280410845009e-05,7.352941176470589,2368920,7.87,120678,120678,1,1,d1,0.47307348251342773,0.0,1,11776,0,0,23,31,356,272,2164,16384,16384,16384,221.2666759996864,221.2666759996864,14.03257099991606,14.03257099991606,1.0,1.0,0.5907659041593608,9.03808819948734,14.50344499971834,2026-01-23T11:37:50+0600,f90bcb26
EC-4-3,4,3,1048576,W0005,0.015625,1,1,0.8,1,1.75,0.5714285714285714,0.015625,0.0125,0.0031249999999999993,0.015625,0.015625,57.23385349422499,57.23389029677577,3.680255078108985e-05,6.027397260273973,2226868,13.22,140766,140766,1,1,d1,0.5807182788848877,0.0,1,6988,0,0,12,18,84,184,462,16384,16384,16384,139.2366050004057,139.2366050004057,174.14359099893773,174.14359099893773,1.0,1.0,0.9378172740825907,0.7488808424567629,175.02501800117898,2026-01-23T12:10:37+0600,5376e014
EC-5-3,5,3,1048576,W0005,0.015625,1,1,0.8,1,1.6,0.625,0.015625,0.0125,0.0031249999999999993,0.015625,0.015625,59.69847124930211,59.69849442127852,2.3171976408775663e-05,31.25,2016536,11.49,203864,203864,1,1,d1,0.3529961109161377,0.0,6,7480,0,0,21,31,76,4,730,16384,16384,16384,47.10683099983726,47.10683099983726,19.53002900154388,19.53002900154388,1.0,1.0,2.751493465963323,6.53335411550252,20.06287699987297,2026-01-23T12:47:43+0600,ff12c244
EC-6-3,6,3,1048576,W0005,0.015625,1,1,0.8,1,1.5,0.6666666666666666,0.015625,0.0125,0.0031249999999999993,0.015625,0.015625,62.08864425945635,62.08869469258149,5.043312513919318e-05,28.000000000000004,1955032,15.91,160209,160209,1,1,d1,0.3316793441772461,0.0,2,8544,0,0,16,22,92,56,485,16384,16384,16384,44.03982400071982,44.03982400071982,18.89362299880304,18.89362299880304,1.0,1.0,2.9155357469019783,6.759499422401134,19.39138499983528,2026-01-23T13:28:51+0600,1ea6bbef
EC-7-3,7,3,1048576,W0005,0.015625,1,1,0.8,1,1.4285714285714286,0.7,0.015625,0.0125,0.0031249999999999993,0.015625,0.015625,64.37159099335265,64.37165233093727,6.133758461146499e-05,18.823529411764707,1897748,15.58,142589,142589,1,1,d1,0.3365180492401123,0.0,1,10408,0,0,25,7,84,0,328,16384,16384,16384,50.561096999445,50.561096999445,22.932584999580286,22.932584999580286,1.0,1.0,2.5656870056270256,5.596985129848876,23.418724000293878,2026-01-23T14:08:33+0600,7e814fb5
EC-8-3,8,3,1048576,W0005,0.015625,1,1,0.8,1,1.375,0.7272727272727273,0.015625,0.0125,0.0031249999999999993,0.015625,0.015625,66.69583427838649,66.69590515737316,7.087898667634818e-05,15.282392026578073,1779860,16.38,195960,195960,1,1,d1,0.5076980590820312,0.0,1,10496,0,0,48,25,340,376,1108,16384,16384,16384,219.41351300120004,219.41351300120004,29.174121998948976,29.174121998948976,1.0,1.0,0.5885332315597164,4.413584730102687,29.698105998249957,2026-01-23T14:46:52+0600,d72feefb
EC-8-4,8,4,1048576,W0005,0.015625,1,1,0.8,1,1.5,0.6666666666666666,0.015625,0.0125,0.0031249999999999993,0.015625,0.015625,69.14423028691814,69.14425754806685,2.7261148701995808e-05,25.396825396825395,1720104,21.37,1486059,1486059,1,1,d1,0.42972612380981445,0.0,7,8812,0,0,38,34,124,32,819,16384,16384,16384,139.85687999957008,139.85687999957008,19.585169000492897,19.585169000492897,1.0,1.0,0.9333761738380945,6.507621700868721,20.142204000876518,2026-01-23T15:31:29+0600,0e7f679f
EC-10-4,10,4,1048576,W0006,0.015625,1,1,1.0,1,1.4,0.7142857142857143,0.015625,0.015625,0.0,0.015625,0.015625,71.46724273108731,71.46728089669551,3.816560820268933e-05,14.193548387096774,1493996,25.11,214355,214355,1,1,d1,0.595167875289917,0.0,2,9128,0,0,47,17,372,556,769,16384,16384,16384,233.41063900079462,233.41063900079462,32.3046939993219,32.3046939993219,1.0,1.0,0.5601617942425501,3.9734130068646847,32.98782400088385,2026-01-23T16:26:19+0600,18548fb4
